stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,1.34,0,1.34,0,0,0,1.34
3Month,39.03,0.32,2.56,0.32,0,0,0.96
22Month,74.35,0.55,2.73,0,0.55,0.55,0.55
