stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09
72hpf,4.28,0,1.07,4.28,0,0
21Day,5.35,0,2.68,1.34,1.34,1.34
3Month,0.32,0.64,0,0,0,0
