stage,Epithelial,Erythroid,Neuron,Other,Stromal
24hpf,0,0,40.86,0,0
72hpf,0,0,6.42,0,1.07
21Day,1.34,1.34,4.02,0,0
22Month,0,0,3.83,0.55,0
