stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0,8.17
72hpf,1.07,1.07,0,0,0,4.28,1.07,0,2.14
21Day,0,2.68,1.34,0,0,49.53,0,0,5.35
3Month,0,8,0,5.12,0.32,0.64,0,0.64,1.6
22Month,0,37.72,0,1.09,6.01,1.64,1.64,0.55,4.37
