stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,16.35,0,0,0,73.56,4.09,8.17
72hpf,0,2.14,1.07,0,0,37.44,0,1.07
21Day,0,1.34,0,0,0,2.68,0,0
3Month,0,0.64,0,1.6,0.96,0,0,0
22Month,1.09,15.31,0,0,1.09,0,0.55,1.09
