stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,98.07,4.09,0,8.17,0,4.09,0,0,0
72hpf,64.19,1.07,0,1.07,0,3.21,0,1.07,1.07
21Day,53.54,0,0,4.02,0,9.37,0,0,2.68
3Month,58.55,6.08,1.28,7.04,0.64,0,0,0.64,0.32
22Month,15.31,13.12,0.55,6.56,1.09,0,0.55,0,1.09
