stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,36.78,0,0,0,0,0,0
72hpf,86.65,0,0,0,1.07,2.14,3.21
21Day,46.85,1.34,0,1.34,0,0,2.68
3Month,5.12,0,0.32,0.96,0,0,0
22Month,3.28,0,0.55,1.09,0,0,0
