stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,7.49,3.21,0,0,2.14,240.7,0,5.35,4.28
21Day,0,6.69,6.69,0,4.02,2.68,160.62,0,1.34,0
3Month,0.32,9.6,0,9.28,2.24,0.64,4.48,0,8.64,1.6
22Month,1.09,36.08,0.55,15.85,8.2,1.09,5.47,3.28,26.24,6.01
