stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,1.07,0,1.07,63.12,0,0,1.07
21Day,0,1.34,0,0,48.19,0,2.68,8.03
3Month,0.32,5.12,0.96,1.28,0.32,0,0.32,2.56
22Month,0.55,26.79,0,2.73,0.55,1.09,0,3.83
