stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,1.07,0,0,1.07,2.14
21Day,2.68,0,0,1.34,1.34,2.68
3Month,2.24,0,0.64,0,0,0
22Month,1.64,0,0,0,0,0
