stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,2.14,0,0,0,49.21,0,3.21
21Day,0,1.34,0,1.34,24.09,1.34,5.35
3Month,4.48,9.92,2.24,0,0.32,0,1.28
22Month,8.2,2.19,1.64,0,0.55,0,1.09
