stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,4.09,4.09
21Day,0,0,0,0,0,2.68
3Month,0.32,1.28,1.6,1.6,0.32,0
22Month,0,6.56,1.64,1.64,4.37,0
