stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,2.14,2.14,0,0,0,6.42,0
21Day,2.68,4.02,0,1.34,1.34,0,2.68
3Month,12.16,0,9.92,2.24,0.32,0.64,0.32
22Month,10.93,0,17.49,3.83,1.64,0,1.09
