stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,81.73,0,0,16.35
72hpf,0,12.84,0,1.07,4.28,412.94,2.14,2.14,12.84
21Day,0,9.37,0,2.68,2.68,125.82,0,8.03,13.39
3Month,0,81.59,7.68,5.12,0.32,5.44,0,1.92,3.84
22Month,1.09,153.06,1.09,9.29,1.09,2.73,9.84,1.09,2.73
