stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,3.21,1.07,0,0,0,3.21,0,0
21Day,1.34,314.56,0,0,1.34,0,21.42,1.34,2.68
3Month,0,415.93,0.64,24,8.64,1.28,9.6,0.32,2.56
22Month,0,26.24,0,3.28,2.19,0,1.09,0,0
