stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,2.14,0,0,0,0
21Day,0,0,14.72,4.02,0,0,1.34
3Month,4.16,2.24,8.96,0,0,0,0
22Month,15.85,1.64,14.21,0,0.55,1.09,0
