stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,20.43,0,0,4.09
72hpf,1.07,0,1.07,0,0,41.72,0,0,0
21Day,0,1.34,0,2.68,0,9.37,0,0,1.34
3Month,4.48,0,5.76,0.32,0.32,0.64,0,0.64,0.32
22Month,10.39,0,14.21,3.28,0,1.09,0.55,0,0.55
