stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,32.69,8.17
72hpf,2.14,0,0,34.23,3.21
21Day,5.35,0,1.34,9.37,1.34
3Month,3.52,0.32,1.28,0,0
22Month,12.57,0.55,0,0,0
