stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,12.26,0,0
72hpf,0,3.21,0,0,7.49,10.7,0,5.35
21Day,0,1.34,0,1.34,37.48,20.08,0,17.4
3Month,0.32,3.84,0.32,7.68,7.04,3.84,0,3.2
22Month,0,5.47,0.55,8.75,1.64,3.83,0.55,2.73
