stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,8.17,0,4.09
72hpf,0,2.14,0,0,2.14,13.91,0,1.07
21Day,0,5.35,0,1.34,1.34,4.02,0,1.34
3Month,0.64,4.8,12.16,0.32,0.32,0.64,0,1.28
22Month,1.09,15.31,0,1.64,0,0.55,0.55,0
