stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0,0,0
72hpf,59.91,0,21.4,1.07,0,0,1.07
21Day,33.46,0,44.17,0,4.02,1.34,4.02
3Month,18.56,3.2,200.29,1.92,0.32,0.64,0.96
22Month,22.41,1.64,24.05,0,0,0,0
