stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,118.51,0,0
72hpf,0,2.14,0,0,18.19,0,0
21Day,0,2.68,0,0,36.14,4.02,1.34
3Month,0.32,3.2,2.24,0.96,0.32,0,0.32
22Month,0,4.37,0.55,1.09,0.55,0,0
