stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,20.43,0,0
72hpf,0,0,0,3.21,2.14,0
3Month,5.12,69.43,1.6,0.32,0,0.64
22Month,3.28,0.55,1.09,0,0,0
