stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,4.09,138.94,0,4.09
72hpf,0,4.28,0,0,0,0,29.95,0,1.07
21Day,0,9.37,0,0,0,0,13.39,0,0
3Month,0,0.96,0,0.96,0,0.32,0,0,0
22Month,0.55,7.11,0.55,4.37,1.09,0,1.64,0.55,0.55
