stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,28.6,0,0,0,8.17,0,0
72hpf,0,17.12,0,0,0,3.21,0,2.14
21Day,0,9.37,2.68,0,2.68,0,1.34,0
3Month,0.32,42.23,1.28,1.92,13.12,0.32,0,0.32
22Month,0,3.83,1.09,0.55,2.73,0,0,0.55
