stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,20.43,0,0,0,0,0,0,0
72hpf,0,11.77,0,0,0,0,0,0,0
21Day,0,6.69,0,0,0,1.34,0,0,0
3Month,0.96,69.11,0.96,2.24,0.64,1.92,0,0.64,1.28
22Month,0,22.96,0,0.55,0,0,0.55,0.55,0
