stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,13.91,2.14,0,0,3.21,355.17,1.07,1.07,2.14
21Day,18.74,1.34,0,2.68,1.34,219.52,1.34,2.68,2.68
3Month,22.4,0,1.6,2.56,0.64,3.52,0,1.28,3.2
22Month,49.2,1.09,0.55,3.83,1.09,2.19,1.09,0.55,3.83
