stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,167.54,8.17,0,8.17
72hpf,1.07,8.56,4.28,0,2.14,865.46,51.35,0,16.05
21Day,0,14.72,2.68,0,12.05,381.48,24.09,1.34,17.4
3Month,0.32,7.04,0,1.92,0.64,8.32,0,0,0.64
22Month,0,7.65,0,2.19,0,4.37,0.55,1.09,0.55
