stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,0
72hpf,0,0,0,0,4.28,0,1.07
21Day,0,0,0,0,2.68,1.34,0
3Month,0,3.52,12.16,1.28,1.92,0.32,0.64
22Month,0.55,3.28,21.32,0.55,0,0,0.55
