stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,12.26,0,0
72hpf,2.14,4.28,0,1.07,0,1.07,267.45,0,3.21
21Day,0,6.69,9.37,0,2.68,1.34,145.9,1.34,13.39
3Month,0,0.64,0,0,0,0,0.32,0,0
22Month,0,0.55,0,0,1.09,0,0,0,0
