stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,69.47,0,0
72hpf,2.14,0,0,1.07,0,0,0
21Day,14.72,0,0,0,0,0,0
3Month,2.88,21.44,1.28,0,0,0.64,0
22Month,1.64,30.61,0,0,0,0,0.55
