stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,1.07,0
21Day,0,1.34,5.35,0,30.79,4.02,1.34
3Month,0.32,0.64,0,0.96,12.48,0,0.96
22Month,0,1.09,0,0,1.64,0,0
