stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,12.26,0
72hpf,2.14,0,0,10.7,0
21Day,1.34,0,6.69,1.34,1.34
3Month,0,0.32,0.32,0,0
