stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,11.77,1.07,6.42
21Day,0,5.35,1.34,0,0,1.34
3Month,0,0.64,0,0,0,0
22Month,2.19,3.83,0,0,0,0
