stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,3.21,0,0,16.05,12.84
21Day,0,0,0,9.37,12.05
3Month,0.64,2.56,0.96,1.6,3.52
22Month,1.09,0,0,0,0.55
