stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0
72hpf,1.07,0,0,1.07,49.21,0,2.14,0
21Day,1.34,0,0,1.34,8.03,0,1.34,1.34
3Month,1.92,0.96,0.32,0,0,0,7.04,0.32
22Month,3.28,0,0.55,1.09,0,1.09,4.37,0
