stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,0,6.42,1.07,0,0,2.14,34.23,1.07
21Day,1.34,2.68,0,0,1.34,1.34,10.71,5.35
3Month,0,1.28,0.32,1.6,0.32,0,0,0.32
22Month,0,3.28,0,0,0.55,0,0,0
