stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,1.07,0,4.28,0,1.07
21Day,0,1.34,0,0,1.34,1.34,0
3Month,0,1.92,0.64,0.32,0,0,0
22Month,0.55,8.2,0.55,0,0,0.55,0
