stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,4.09,16.35,0,4.09
22Month,2.19,25.15,126.28,4.37,1.09,0,0.55,4.92
