stage,Epithelial,Immune,Neuron,Stromal
24hpf,20.43,0,0,4.09
72hpf,0,0,16.05,28.88
21Day,1.34,0,1.34,20.08
3Month,1.28,0.32,4.48,0
22Month,2.19,0.55,0,0
