stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,49.04,0,0,24.52,0,0,0,0,0
72hpf,17.12,0,0,2.14,0,2.14,0,0,0
21Day,18.74,1.34,0,12.05,0,2.68,0,4.02,1.34
3Month,26.88,0.32,0.32,19.84,0.32,0.64,0,1.6,0.32
22Month,16.95,0,0,5.47,0,0.55,0.55,0.55,0
