stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
72hpf,0,0,1.07,6.42,0,2.14
21Day,5.35,1.34,87,5.35,2.68,0
22Month,0.55,0,5.47,0.55,0,0.55
