stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,159.37,8.17,0,0
72hpf,5.35,0,0,72.75,7.49,0,1.07
21Day,1.34,0,0,53.54,5.35,1.34,1.34
3Month,6.08,14.08,0.96,1.92,0.32,1.6,1.28
22Month,2.73,1.64,0,0.55,0,0,0.55
