stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,24.52,0,0,0
72hpf,0,0,0,5.35,0,0,0
21Day,0,0,0,9.37,1.34,0,0
3Month,0.32,0,0.32,5.12,0,0,0.32
22Month,6.01,0.55,0,10.93,0,0.55,1.09
