stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0,0,1.07,1.07,0
21Day,0,8.03,1.34,0,0
3Month,2.56,0,0,0,0
22Month,2.73,0,1.09,0,0.55
