stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,1.07,0,0,8.56,0
21Day,0,1.34,1.34,0,2.68,0
3Month,0.32,1.28,0.64,0.96,22.72,0
22Month,0,1.64,0,0.55,15.85,0.55
