stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,8.17,0,0
72hpf,0,21.4,0,0,1.07,1.07,0,0
21Day,0,16.06,0,2.68,1.34,0,0,0
3Month,0,11.52,0.32,4.16,0.64,0,0.32,0.32
22Month,0.55,14.21,0.55,4.92,0,0,0,0.55
