stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,4.09,0,0
72hpf,11.77,0,0,0,1.07,0,0,0
21Day,14.72,0,0,0,0,0,1.34,2.68
3Month,17.6,0.32,0.32,0.96,0,0,0.96,0.32
22Month,6.01,0,0.55,0.55,0,0,0,0
