stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,0,20.43
72hpf,0,0,0,0,19.26,1.07,0
21Day,1.34,1.34,1.34,0,17.4,1.34,0
22Month,0,0.55,0,0.55,0,0,0
