stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,20.43,0,0,8.17,4.09,273.79,0,61.3
72hpf,0,6.42,0,0,0,1.07,31.02,0,11.77
21Day,0,4.02,1.34,0,1.34,4.02,26.77,0,14.72
3Month,0,1.92,0,0,0,0,0,0,0
22Month,0.55,15.85,0,0.55,3.28,0.55,0.55,0.55,4.37
