stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,69.54,0,0,0
21Day,1.34,6.69,2.68,2.68,346.68,0,1.34,6.69
3Month,0,0,0,0.32,0.32,0,0.32,0
22Month,0,7.11,0,6.01,329.63,1.64,0,0.55
