stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,0
72hpf,0,0,0,8.56,0,2.14
21Day,2.68,0,2.68,4.02,2.68,5.35
22Month,3.83,0.55,0,0,0,1.09
