stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,85.81,0,0,0,0
72hpf,2.14,2.14,0,4.28,0,2.14,0,0
21Day,2.68,1.34,0,9.37,0,1.34,1.34,2.68
3Month,7.68,0,0.64,33.27,0.96,0.64,0,1.28
22Month,15.31,0.55,2.73,41,0,0,0.55,2.73
