stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,1.07,0,0
21Day,1.34,0,0,0,0,1.34,0,0
3Month,1.6,0,2.56,0.64,0,0,0,0.64
22Month,6.56,0.55,0.55,6.01,0.55,0,0.55,0.55
