stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,4.09,0,0,0,0
72hpf,3.21,0,0,1.07,4.28
21Day,5.35,0,0,0,1.34
3Month,7.04,0.64,0.64,0,0.32
22Month,1.09,0,0,0,0
