stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,20.43,8.17
72hpf,0,2.14,0,0,1.07,16.05,1.07
21Day,0,2.68,0,0,0,6.69,0
3Month,0.32,0.32,0.64,0.32,0,0,0.32
22Month,0,1.09,0,0.55,0,0,0
