stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,4.09,4.09,77.64,0,0
72hpf,0,0,0,4.28,0,1.07
21Day,1.34,0,0,0,1.34,1.34
3Month,2.56,0.32,0,0,0,0
22Month,1.09,0,0,0,0,0.55
