stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,147.11,4.09,0
72hpf,0,8.56,0,0,1.07,454.66,1.07,8.56
21Day,1.34,2.68,2.68,2.68,1.34,99.05,1.34,4.02
3Month,0,1.28,0,1.6,0.64,0.32,6.4,0
22Month,0,1.64,0,13.67,0,0,1.64,0
