stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,0,32.69,0
72hpf,0,3.21,0,0,0,0,9.63,1.07
21Day,0,1.34,1.34,0,1.34,1.34,4.02,1.34
3Month,0,6.08,0,5.12,0.96,0.32,0,0.64
22Month,0,0.55,0,1.09,0,0,0,0
