stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,2.14,0,0,1.07,0,0
21Day,10.71,0,0,6.69,0,1.34
3Month,1.92,2.88,0.32,0,0,2.56
22Month,4.92,1.64,0.55,1.09,29.52,1.09
