stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,40.86,0,0
72hpf,0,3.21,0,0,0,6.42,0,0
21Day,0,1.34,1.34,33.46,0,1.34,0,2.68
3Month,0.32,7.36,10.56,87.99,0.96,0,1.6,2.88
22Month,0,0.55,6.01,0.55,0,0,0,0
