stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,9.63,0,37.44
21Day,1.34,0,0,0,8.03,1.34,0,65.59
3Month,0.96,0,0.32,2.24,3.2,0.32,0,20.48
22Month,4.92,1.64,0,3.28,4.92,1.09,0.55,45.37
