stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,4.09,65.38,0,12.26
72hpf,0,13.91,0,0,0,1.07,18.19,1.07,7.49
21Day,0,22.76,6.69,0,1.34,0,6.69,0,17.4
3Month,0.96,28.8,0.32,6.4,9.6,1.92,0.64,0,2.56
22Month,0.55,45.37,0,0,16.95,1.09,2.73,6.56,2.73
