stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,32.69,0,0,4.09
72hpf,0,0,0,0,0,3.21,0,0,1.07
21Day,0,0,0,1.34,0,0,0,0,0
3Month,2.88,0,0,5.76,1.28,0,0,0.32,1.6
22Month,12.03,0.55,1.64,26.24,0.55,0.55,1.64,0.55,1.09
